State,County,Winning Party,Dem. Candidate (1982),Dem. Votes,Dem. %,Rep. Candidate (1982),Rep. Votes,Rep. %,Highest Other (1982),Other Votes,Other %,Year
CA,DEL NORTE,R,"Brown, Edmund",1986,31.8,"Wilson, Pete",3917,62.7,"Scattered Write-Ins,",349,5.6,1982
CA,EL DORADO,R,"Brown, Edmund",12052,35,"Wilson, Pete",20454,59.4,"Scattered Write-Ins,",1932,5.6,1982
CA,FRESNO,R,"Brown, Edmund",64412,42.5,"Wilson, Pete",81633,53.9,"Scattered Write-Ins,",5478,3.6,1982
CA,GLENN,R,"Brown, Edmund",1828,22.7,"Wilson, Pete",5692,70.8,"Scattered Write-Ins,",520,6.5,1982
CA,HUMBOLDT,R,"Brown, Edmund",19369,41,"Wilson, Pete",25019,53,"Scattered Write-Ins,",2858,6,1982
CA,IMPERIAL,R,"Brown, Edmund",7602,38.1,"Wilson, Pete",11472,57.5,"Scattered Write-Ins,",860,4.3,1982
CA,INYO,R,"Brown, Edmund",2243,28.8,"Wilson, Pete",5244,67.4,"Scattered Write-Ins,",297,3.8,1982
CA,KERN,R,"Brown, Edmund",44701,35.5,"Wilson, Pete",75613,60.1,"Scattered Write-Ins,",5460,4.3,1982
CA,KINGS,R,"Brown, Edmund",6997,38.8,"Wilson, Pete",10149,56.2,"Scattered Write-Ins,",907,5,1982
CA,LAKE,R,"Brown, Edmund",6789,41,"Wilson, Pete",8988,54.2,"Scattered Write-Ins,",797,4.8,1982
CA,LASSEN,R,"Brown, Edmund",2754,35.3,"Wilson, Pete",4518,58,"Scattered Write-Ins,",524,6.7,1982
CA,LOS ANGELES,D,"Brown, Edmund",1130954,50.8,"Wilson, Pete",1037174,46.6,"Scattered Write-Ins,",59872,2.7,1982
CA,MADERA,R,"Brown, Edmund",6847,37.9,"Wilson, Pete",10362,57.3,"Scattered Write-Ins,",870,4.8,1982
CA,MARIN,R,"Brown, Edmund",44933,45.8,"Wilson, Pete",49107,50,"Scattered Write-Ins,",4111,4.2,1982
CA,MARIPOSA,R,"Brown, Edmund",2054,36.5,"Wilson, Pete",3265,58.1,"Scattered Write-Ins,",303,5.4,1982
CA,MENDOCINO,R,"Brown, Edmund",11100,42.1,"Wilson, Pete",13593,51.6,"Scattered Write-Ins,",1663,6.3,1982
CA,MERCED,R,"Brown, Edmund",12814,40.3,"Wilson, Pete",17348,54.5,"Scattered Write-Ins,",1662,5.2,1982
CA,MODOC,R,"Brown, Edmund",968,26.5,"Wilson, Pete",2431,66.5,"Scattered Write-Ins,",254,7,1982
CA,MONO,R,"Brown, Edmund",1024,31,"Wilson, Pete",2108,63.8,"Scattered Write-Ins,",170,5.1,1982
CA,MONTEREY,R,"Brown, Edmund",32595,41.7,"Wilson, Pete",41950,53.7,"Scattered Write-Ins,",3583,4.6,1982
CA,NAPA,R,"Brown, Edmund",14549,36.3,"Wilson, Pete",23477,58.6,"Scattered Write-Ins,",2036,5.1,1982
CA,NEVADA,R,"Brown, Edmund",9216,35.6,"Wilson, Pete",15527,59.9,"Scattered Write-Ins,",1159,4.5,1982
CA,ORANGE,R,"Brown, Edmund",211347,31.1,"Wilson, Pete",445803,65.7,"Scattered Write-Ins,",21589,3.2,1982
CA,PLACER,R,"Brown, Edmund",19449,38.6,"Wilson, Pete",28059,55.7,"Scattered Write-Ins,",2875,5.7,1982
CA,PLUMAS,R,"Brown, Edmund",3013,40.2,"Wilson, Pete",3920,52.3,"Scattered Write-Ins,",567,7.6,1982
CA,RIVERSIDE,R,"Brown, Edmund",88106,39.5,"Wilson, Pete",127934,57.3,"Scattered Write-Ins,",7068,3.2,1982
CA,SACRAMENTO,R,"Brown, Edmund",152523,46.7,"Wilson, Pete",161453,49.5,"Scattered Write-Ins,",12293,3.8,1982
CA,SAN BENITO,R,"Brown, Edmund",2975,40.5,"Wilson, Pete",4017,54.6,"Scattered Write-Ins,",359,4.9,1982
CA,SAN BERNARDINO,R,"Brown, Edmund",106951,40.1,"Wilson, Pete",150054,56.2,"Scattered Write-Ins,",9898,3.7,1982
CA,SAN DIEGO,R,"Brown, Edmund",242135,39.1,"Wilson, Pete",348758,56.4,"Scattered Write-Ins,",27848,4.5,1982
CA,SAN FRANCISCO,D,"Brown, Edmund",152196,67.3,"Wilson, Pete",67007,29.6,"Scattered Write-Ins,",6985,3.1,1982
CA,SAN JOAQUIN,R,"Brown, Edmund",44199,40.8,"Wilson, Pete",59606,55,"Scattered Write-Ins,",4639,4.3,1982
CA,SAN LUIS OBISPO,R,"Brown, Edmund",22095,35.3,"Wilson, Pete",37681,60.1,"Scattered Write-Ins,",2880,4.6,1982
CA,SAN MATEO,R,"Brown, Edmund",98862,47,"Wilson, Pete",103493,49.2,"Scattered Write-Ins,",8204,3.9,1982
CA,SANTA BARBARA,R,"Brown, Edmund",47572,41.6,"Wilson, Pete",62854,55,"Scattered Write-Ins,",3850,3.4,1982
CA,SANTA CLARA,R,"Brown, Edmund",187805,46.1,"Wilson, Pete",201969,49.6,"Scattered Write-Ins,",17302,4.3,1982
CA,SANTA CRUZ,D,"Brown, Edmund",37287,48.4,"Wilson, Pete",35021,45.5,"Scattered Write-Ins,",4661,6.1,1982
CA,SHASTA,R,"Brown, Edmund",16071,34.6,"Wilson, Pete",28109,60.5,"Scattered Write-Ins,",2281,4.9,1982
CA,SIERRA,R,"Brown, Edmund",794,42.8,"Wilson, Pete",952,51.3,"Scattered Write-Ins,",108,5.8,1982
CA,SISKIYOU,R,"Brown, Edmund",5640,35.1,"Wilson, Pete",9312,58,"Scattered Write-Ins,",1096,6.8,1982
CA,SOLANO,R,"Brown, Edmund",32967,45,"Wilson, Pete",36684,50.1,"Scattered Write-Ins,",3539,4.8,1982
CA,SONOMA,R,"Brown, Edmund",53248,43.2,"Wilson, Pete",63846,51.9,"Scattered Write-Ins,",6036,4.9,1982
CA,STANISLAUS,R,"Brown, Edmund",30786,41,"Wilson, Pete",40874,54.4,"Scattered Write-Ins,",3433,4.6,1982
CA,SUTTER,R,"Brown, Edmund",4709,29,"Wilson, Pete",10767,66.3,"Scattered Write-Ins,",769,4.7,1982
CA,TEHAMA,R,"Brown, Edmund",5172,31.7,"Wilson, Pete",10105,61.9,"Scattered Write-Ins,",1038,6.4,1982
CA,TRINITY,R,"Brown, Edmund",1945,35,"Wilson, Pete",3168,57,"Scattered Write-Ins,",442,8,1982
CA,TULARE,R,"Brown, Edmund",23908,35,"Wilson, Pete",41896,61.4,"Scattered Write-Ins,",2442,3.6,1982
CA,TUOLUMNE,R,"Brown, Edmund",5698,37.4,"Wilson, Pete",8709,57.2,"Scattered Write-Ins,",822,5.4,1982
CA,VENTURA,R,"Brown, Edmund",66325,37.2,"Wilson, Pete",104972,58.9,"Scattered Write-Ins,",6830,3.8,1982
CA,YOLO,D,"Brown, Edmund",22034,49.7,"Wilson, Pete",20069,45.3,"Scattered Write-Ins,",2204,5,1982
CA,YUBA,R,"Brown, Edmund",5156,40.3,"Wilson, Pete",6887,53.8,"Scattered Write-Ins,",763,6,1982
CT,FAIRFIELD,R,"Moffett, Anthony",106890,40,"Weicker, Lowell",147999,55.4,"Scattered Write-Ins,",12114,4.5,1982
CT,HARTFORD,D,"Moffett, Anthony",146009,49.3,"Weicker, Lowell",140521,47.5,"Scattered Write-Ins,",9471,3.2,1982
CT,LITCHFIELD,R,"Moffett, Anthony",28695,46.4,"Weicker, Lowell",31222,50.5,"Scattered Write-Ins,",1958,3.2,1982
CT,MIDDLESEX,R,"Moffett, Anthony",22583,44.6,"Weicker, Lowell",26483,52.3,"Scattered Write-Ins,",1615,3.2,1982
CT,NEW HAVEN,D,"Moffett, Anthony",128632,48.6,"Weicker, Lowell",127727,48.3,"Scattered Write-Ins,",8083,3.1,1982
CT,NEW LONDON,R,"Moffett, Anthony",33402,45.2,"Weicker, Lowell",37981,51.4,"Scattered Write-Ins,",2548,3.4,1982
CT,TOLLAND,R,"Moffett, Anthony",17698,44.8,"Weicker, Lowell",20246,51.2,"Scattered Write-Ins,",1589,4,1982
CT,WINDHAM,D,"Moffett, Anthony",15237,50.7,"Weicker, Lowell",13808,46,"Scattered Write-Ins,",997,3.3,1982
DE,KENT,R,"Levinson, David",10661,42,"Roth, William",14591,57.4,"Scattered Write-Ins,",155,0.6,1982
DE,NEW CASTLE,R,"Levinson, David",60478,45.4,"Roth, William",71775,53.9,"Scattered Write-Ins,",861,0.6,1982
DE,SUSSEX,R,"Levinson, David",13274,40.9,"Roth, William",18991,58.5,"Scattered Write-Ins,",174,0.5,1982
FL,ALACHUA,D,"Chiles, Lawton",21272,75.4,"Poole, Van",6939,24.6,"Scattered Write-Ins,",10,0,1982
FL,BAKER,D,"Chiles, Lawton",2029,79.6,"Poole, Van",520,20.4,"Scattered Write-Ins,",,,1982
FL,BAY,D,"Chiles, Lawton",10792,56.3,"Poole, Van",8365,43.7,"Scattered Write-Ins,",,,1982
FL,BRADFORD,D,"Chiles, Lawton",3308,76.1,"Poole, Van",1037,23.9,"Scattered Write-Ins,",,,1982
FL,BREVARD,D,"Chiles, Lawton",46972,55.2,"Poole, Van",38052,44.7,"Scattered Write-Ins,",16,0,1982
FL,BROWARD,D,"Chiles, Lawton",204317,65.9,"Poole, Van",105521,34.1,"Scattered Write-Ins,",30,0,1982
FL,CALHOUN,D,"Chiles, Lawton",2190,78.9,"Poole, Van",584,21.1,"Scattered Write-Ins,",,,1982
FL,CHARLOTTE,R,"Chiles, Lawton",12486,47.8,"Poole, Van",13616,52.2,"Scattered Write-Ins,",1,0,1982
FL,CITRUS,D,"Chiles, Lawton",11949,59.9,"Poole, Van",7999,40.1,"Scattered Write-Ins,",1,0,1982
FL,CLAY,D,"Chiles, Lawton",7485,59.6,"Poole, Van",5069,40.4,"Scattered Write-Ins,",,,1982
FL,COLLIER,R,"Chiles, Lawton",10356,38.2,"Poole, Van",16725,61.8,"Scattered Write-Ins,",,,1982
FL,COLUMBIA,D,"Chiles, Lawton",5309,70.1,"Poole, Van",2261,29.9,"Scattered Write-Ins,",,,1982
FL,DESOTO,D,"Chiles, Lawton",2707,64,"Poole, Van",1521,36,"Scattered Write-Ins,",,,1982
FL,DIXIE,D,"Chiles, Lawton",1796,84.6,"Poole, Van",323,15.2,"Scattered Write-Ins,",3,0.1,1982
FL,DUVAL,D,"Chiles, Lawton",78481,68.7,"Poole, Van",35742,31.3,"Scattered Write-Ins,",9,0,1982
FL,ESCAMBIA,D,"Chiles, Lawton",32539,68.5,"Poole, Van",14971,31.5,"Scattered Write-Ins,",3,0,1982
FL,FLAGLER,D,"Chiles, Lawton",2855,61.6,"Poole, Van",1779,38.4,"Scattered Write-Ins,",,,1982
FL,FRANKLIN,D,"Chiles, Lawton",1345,71.1,"Poole, Van",547,28.9,"Scattered Write-Ins,",,,1982
FL,GADSDEN,D,"Chiles, Lawton",6482,79,"Poole, Van",1720,21,"Scattered Write-Ins,",,,1982
FL,GILCHRIST,D,"Chiles, Lawton",1460,78.7,"Poole, Van",393,21.2,"Scattered Write-Ins,",2,0.1,1982
FL,GLADES,D,"Chiles, Lawton",1105,67.1,"Poole, Van",542,32.9,"Scattered Write-Ins,",,,1982
FL,GULF,D,"Chiles, Lawton",1918,70.5,"Poole, Van",801,29.5,"Scattered Write-Ins,",,,1982
FL,HAMILTON,D,"Chiles, Lawton",1373,75.5,"Poole, Van",446,24.5,"Scattered Write-Ins,",,,1982
FL,HARDEE,D,"Chiles, Lawton",2542,69,"Poole, Van",1141,31,"Scattered Write-Ins,",1,0,1982
FL,HENDRY,D,"Chiles, Lawton",2672,65.6,"Poole, Van",1399,34.4,"Scattered Write-Ins,",1,0,1982
FL,HERNANDO,D,"Chiles, Lawton",12379,60.2,"Poole, Van",8171,39.8,"Scattered Write-Ins,",,,1982
FL,HIGHLANDS,D,"Chiles, Lawton",9188,57.5,"Poole, Van",6794,42.5,"Scattered Write-Ins,",,,1982
FL,HILLSBOROUGH,D,"Chiles, Lawton",98954,67.3,"Poole, Van",48008,32.7,"Scattered Write-Ins,",22,0,1982
FL,HOLMES,D,"Chiles, Lawton",2408,66.4,"Poole, Van",1216,33.6,"Scattered Write-Ins,",,,1982
FL,INDIAN RIVER,R,"Chiles, Lawton",9979,49.1,"Poole, Van",10326,50.9,"Scattered Write-Ins,",,,1982
FL,JACKSON,D,"Chiles, Lawton",6632,72.4,"Poole, Van",2526,27.6,"Scattered Write-Ins,",,,1982
FL,JEFFERSON,D,"Chiles, Lawton",2290,75.6,"Poole, Van",738,24.4,"Scattered Write-Ins,",,,1982
FL,LAFAYETTE,D,"Chiles, Lawton",1346,79.6,"Poole, Van",344,20.4,"Scattered Write-Ins,",,,1982
FL,LAKE,D,"Chiles, Lawton",16021,51,"Poole, Van",15383,49,"Scattered Write-Ins,",2,0,1982
FL,LEE,R,"Chiles, Lawton",39515,47.3,"Poole, Van",43980,52.7,"Scattered Write-Ins,",13,0,1982
FL,LEON,D,"Chiles, Lawton",29424,72.5,"Poole, Van",11102,27.4,"Scattered Write-Ins,",32,0.1,1982
FL,LEVY,D,"Chiles, Lawton",3704,74.3,"Poole, Van",1283,25.7,"Scattered Write-Ins,",,,1982
FL,LIBERTY,D,"Chiles, Lawton",981,73.6,"Poole, Van",351,26.4,"Scattered Write-Ins,",,,1982
FL,MADISON,D,"Chiles, Lawton",3165,76.9,"Poole, Van",949,23.1,"Scattered Write-Ins,",,,1982
FL,MANATEE,D,"Chiles, Lawton",26549,52.7,"Poole, Van",23853,47.3,"Scattered Write-Ins,",8,0,1982
FL,MARION,D,"Chiles, Lawton",19125,58.3,"Poole, Van",13698,41.7,"Scattered Write-Ins,",4,0,1982
FL,MARTIN,R,"Chiles, Lawton",12073,47.7,"Poole, Van",13242,52.3,"Scattered Write-Ins,",3,0,1982
FL,MIAMI-DADE,D,"Chiles, Lawton",246908,71.2,"Poole, Van",99910,28.8,"Scattered Write-Ins,",8,0,1982
FL,MONROE,D,"Chiles, Lawton",10039,66.4,"Poole, Van",5084,33.6,"Scattered Write-Ins,",,,1982
FL,NASSAU,D,"Chiles, Lawton",4205,69.5,"Poole, Van",1846,30.5,"Scattered Write-Ins,",1,0,1982
FL,OKALOOSA,D,"Chiles, Lawton",12212,51.3,"Poole, Van",11567,48.6,"Scattered Write-Ins,",10,0,1982
FL,OKEECHOBEE,D,"Chiles, Lawton",3213,69.1,"Poole, Van",1436,30.9,"Scattered Write-Ins,",,,1982
FL,ORANGE,D,"Chiles, Lawton",57571,54.7,"Poole, Van",47572,45.2,"Scattered Write-Ins,",20,0,1982
FL,OSCEOLA,D,"Chiles, Lawton",7964,55.8,"Poole, Van",6319,44.2,"Scattered Write-Ins,",1,0,1982
FL,PALM BEACH,D,"Chiles, Lawton",125730,60.7,"Poole, Van",81503,39.3,"Scattered Write-Ins,",40,0,1982
FL,PASCO,D,"Chiles, Lawton",45729,59.6,"Poole, Van",31014,40.4,"Scattered Write-Ins,",8,0,1982
FL,PINELLAS,D,"Chiles, Lawton",148701,57.3,"Poole, Van",110899,42.7,"Scattered Write-Ins,",109,0,1982
FL,POLK,D,"Chiles, Lawton",49201,66.3,"Poole, Van",25001,33.7,"Scattered Write-Ins,",7,0,1982
FL,PUTNAM,D,"Chiles, Lawton",7602,68.6,"Poole, Van",3486,31.4,"Scattered Write-Ins,",1,0,1982
FL,SANTA ROSA,D,"Chiles, Lawton",9403,66.9,"Poole, Van",4647,33,"Scattered Write-Ins,",15,0.1,1982
FL,SARASOTA,R,"Chiles, Lawton",38043,47.8,"Poole, Van",41490,52.2,"Scattered Write-Ins,",15,0,1982
FL,SEMINOLE,R,"Chiles, Lawton",21166,48.9,"Poole, Van",22071,51,"Scattered Write-Ins,",8,0,1982
FL,ST. JOHNS,D,"Chiles, Lawton",7352,58.7,"Poole, Van",5173,41.3,"Scattered Write-Ins,",,,1982
FL,ST. LUCIE,D,"Chiles, Lawton",14481,55.3,"Poole, Van",11709,44.7,"Scattered Write-Ins,",2,0,1982
FL,SUMTER,D,"Chiles, Lawton",3425,68.8,"Poole, Van",1552,31.2,"Scattered Write-Ins,",1,0,1982
FL,SUWANNEE,D,"Chiles, Lawton",3818,72,"Poole, Van",1481,27.9,"Scattered Write-Ins,",1,0,1982
FL,TAYLOR,D,"Chiles, Lawton",2990,74.5,"Poole, Van",1026,25.5,"Scattered Write-Ins,",,,1982
FL,UNION,D,"Chiles, Lawton",1191,79.7,"Poole, Van",301,20.1,"Scattered Write-Ins,",3,0.2,1982
FL,VOLUSIA,D,"Chiles, Lawton",38326,59.6,"Poole, Van",26021,40.4,"Scattered Write-Ins,",8,0,1982
FL,WAKULLA,D,"Chiles, Lawton",2419,71.6,"Poole, Van",958,28.3,"Scattered Write-Ins,",3,0.1,1982
FL,WALTON,D,"Chiles, Lawton",3754,67.4,"Poole, Van",1819,32.6,"Scattered Write-Ins,",,,1982
FL,WASHINGTON,D,"Chiles, Lawton",2751,65.2,"Poole, Van",1468,34.8,"Scattered Write-Ins,",,,1982
HI,HAWAII,D,"Matsunaga, Spark",27888,78.3,"Brown, Clarence",6732,18.9,"Scattered Write-Ins,",988,2.8,1982
HI,HONOLULU,D,"Matsunaga, Spark",180550,79.5,"Brown, Clarence",39427,17.4,"Scattered Write-Ins,",7066,3.1,1982
HI,KAUAI,D,"Matsunaga, Spark",14752,89.1,"Brown, Clarence",1502,9.1,"Scattered Write-Ins,",308,1.9,1982
HI,MAUI,D,"Matsunaga, Spark",22196,81.6,"Brown, Clarence",4410,16.2,"Scattered Write-Ins,",591,2.2,1982
IN,ADAMS,R,"Fithian, Floyd",4906,46.5,"Lugar, Richard",5518,52.3,"Scattered Write-Ins,",134,1.3,1982
IN,ALLEN,R,"Fithian, Floyd",32208,38.2,"Lugar, Richard",51365,60.9,"Scattered Write-Ins,",774,0.9,1982
IN,BARTHOLOMEW,R,"Fithian, Floyd",9628,40.2,"Lugar, Richard",14201,59.3,"Scattered Write-Ins,",120,0.5,1982
IN,BENTON,R,"Fithian, Floyd",1697,43.5,"Lugar, Richard",2171,55.7,"Scattered Write-Ins,",32,0.8,1982
IN,BLACKFORD,R,"Fithian, Floyd",2554,46.9,"Lugar, Richard",2847,52.3,"Scattered Write-Ins,",42,0.8,1982
IN,BOONE,R,"Fithian, Floyd",3810,31.3,"Lugar, Richard",8325,68.4,"Scattered Write-Ins,",31,0.3,1982
IN,BROWN,R,"Fithian, Floyd",2118,45.4,"Lugar, Richard",2534,54.3,"Scattered Write-Ins,",16,0.3,1982
IN,CARROLL,R,"Fithian, Floyd",3147,42.8,"Lugar, Richard",4189,56.9,"Scattered Write-Ins,",25,0.3,1982
IN,CASS,R,"Fithian, Floyd",6461,41.8,"Lugar, Richard",8919,57.7,"Scattered Write-Ins,",87,0.6,1982
IN,CLARK,D,"Fithian, Floyd",13113,54.5,"Lugar, Richard",10834,45,"Scattered Write-Ins,",127,0.5,1982
IN,CLAY,R,"Fithian, Floyd",4206,43.8,"Lugar, Richard",5322,55.4,"Scattered Write-Ins,",71,0.7,1982
IN,CLINTON,R,"Fithian, Floyd",4889,41.5,"Lugar, Richard",6858,58.2,"Scattered Write-Ins,",33,0.3,1982
IN,CRAWFORD,D,"Fithian, Floyd",2571,54.6,"Lugar, Richard",2125,45.2,"Scattered Write-Ins,",9,0.2,1982
IN,DAVIESS,R,"Fithian, Floyd",4382,42.9,"Lugar, Richard",5798,56.8,"Scattered Write-Ins,",34,0.3,1982
IN,DEARBORN,R,"Fithian, Floyd",4881,45.4,"Lugar, Richard",5782,53.8,"Scattered Write-Ins,",77,0.7,1982
IN,DECATUR,R,"Fithian, Floyd",3801,41.7,"Lugar, Richard",5284,58,"Scattered Write-Ins,",30,0.3,1982
IN,DEKALB,R,"Fithian, Floyd",4556,39,"Lugar, Richard",6987,59.9,"Scattered Write-Ins,",126,1.1,1982
IN,DELAWARE,R,"Fithian, Floyd",19812,44,"Lugar, Richard",24842,55.2,"Scattered Write-Ins,",340,0.8,1982
IN,DUBOIS,R,"Fithian, Floyd",6056,49.5,"Lugar, Richard",6066,49.6,"Scattered Write-Ins,",108,0.9,1982
IN,ELKHART,R,"Fithian, Floyd",11644,33.8,"Lugar, Richard",22665,65.8,"Scattered Write-Ins,",151,0.4,1982
IN,FAYETTE,D,"Fithian, Floyd",5149,51.1,"Lugar, Richard",4871,48.3,"Scattered Write-Ins,",57,0.6,1982
IN,FLOYD,D,"Fithian, Floyd",9874,51.1,"Lugar, Richard",9362,48.4,"Scattered Write-Ins,",89,0.5,1982
IN,FOUNTAIN,R,"Fithian, Floyd",3245,41.2,"Lugar, Richard",4587,58.2,"Scattered Write-Ins,",47,0.6,1982
IN,FRANKLIN,R,"Fithian, Floyd",3041,49.1,"Lugar, Richard",3133,50.6,"Scattered Write-Ins,",15,0.2,1982
IN,FULTON,R,"Fithian, Floyd",3190,39.8,"Lugar, Richard",4778,59.6,"Scattered Write-Ins,",52,0.6,1982
IN,GIBSON,D,"Fithian, Floyd",7709,53.5,"Lugar, Richard",6655,46.2,"Scattered Write-Ins,",44,0.3,1982
IN,GRANT,R,"Fithian, Floyd",10041,40.6,"Lugar, Richard",14600,59,"Scattered Write-Ins,",106,0.4,1982
IN,GREENE,D,"Fithian, Floyd",6439,50.7,"Lugar, Richard",6137,48.3,"Scattered Write-Ins,",121,1,1982
IN,HAMILTON,R,"Fithian, Floyd",5128,20,"Lugar, Richard",20449,79.7,"Scattered Write-Ins,",66,0.3,1982
IN,HANCOCK,R,"Fithian, Floyd",4990,33.1,"Lugar, Richard",9962,66.1,"Scattered Write-Ins,",109,0.7,1982
IN,HARRISON,D,"Fithian, Floyd",5135,51,"Lugar, Richard",4848,48.1,"Scattered Write-Ins,",93,0.9,1982
IN,HENDRICKS,R,"Fithian, Floyd",6487,30.7,"Lugar, Richard",14589,68.9,"Scattered Write-Ins,",87,0.4,1982
IN,HENRY,R,"Fithian, Floyd",7716,45,"Lugar, Richard",9339,54.5,"Scattered Write-Ins,",86,0.5,1982
IN,HOWARD,R,"Fithian, Floyd",12504,43.1,"Lugar, Richard",16331,56.3,"Scattered Write-Ins,",174,0.6,1982
IN,HUNTINGTON,R,"Fithian, Floyd",5499,39.9,"Lugar, Richard",8187,59.4,"Scattered Write-Ins,",97,0.7,1982
IN,JACKSON,R,"Fithian, Floyd",6535,47.5,"Lugar, Richard",7139,51.9,"Scattered Write-Ins,",82,0.6,1982
IN,JASPER,R,"Fithian, Floyd",3219,44.2,"Lugar, Richard",3994,54.8,"Scattered Write-Ins,",71,1,1982
IN,JAY,R,"Fithian, Floyd",3341,39.8,"Lugar, Richard",4982,59.4,"Scattered Write-Ins,",71,0.8,1982
IN,JEFFERSON,R,"Fithian, Floyd",5818,49.6,"Lugar, Richard",5825,49.7,"Scattered Write-Ins,",79,0.7,1982
IN,JENNINGS,D,"Fithian, Floyd",4464,50.2,"Lugar, Richard",4374,49.2,"Scattered Write-Ins,",50,0.6,1982
IN,JOHNSON,R,"Fithian, Floyd",8099,32.8,"Lugar, Richard",16376,66.3,"Scattered Write-Ins,",211,0.9,1982
IN,KNOX,R,"Fithian, Floyd",7149,46.7,"Lugar, Richard",8086,52.8,"Scattered Write-Ins,",73,0.5,1982
IN,KOSCIUSKO,R,"Fithian, Floyd",6012,35,"Lugar, Richard",11069,64.5,"Scattered Write-Ins,",86,0.5,1982
IN,LA PORTE,R,"Fithian, Floyd",14977,46.5,"Lugar, Richard",16951,52.6,"Scattered Write-Ins,",304,0.9,1982
IN,LAGRANGE,R,"Fithian, Floyd",1940,34.8,"Lugar, Richard",3609,64.7,"Scattered Write-Ins,",33,0.6,1982
IN,LAKE,D,"Fithian, Floyd",97908,64.7,"Lugar, Richard",52523,34.7,"Scattered Write-Ins,",847,0.6,1982
IN,LAWRENCE,R,"Fithian, Floyd",5929,43,"Lugar, Richard",7780,56.5,"Scattered Write-Ins,",65,0.5,1982
IN,MADISON,R,"Fithian, Floyd",24649,46.4,"Lugar, Richard",28063,52.8,"Scattered Write-Ins,",414,0.8,1982
IN,MARION,R,"Fithian, Floyd",121364,45.5,"Lugar, Richard",144538,54.2,"Scattered Write-Ins,",789,0.3,1982
IN,MARSHALL,R,"Fithian, Floyd",6280,46.3,"Lugar, Richard",7183,53,"Scattered Write-Ins,",87,0.6,1982
IN,MARTIN,D,"Fithian, Floyd",2660,51.8,"Lugar, Richard",2465,48,"Scattered Write-Ins,",12,0.2,1982
IN,MIAMI,R,"Fithian, Floyd",4863,40.2,"Lugar, Richard",7149,59.2,"Scattered Write-Ins,",73,0.6,1982
IN,MONROE,R,"Fithian, Floyd",11238,42.7,"Lugar, Richard",14939,56.7,"Scattered Write-Ins,",161,0.6,1982
