govid,year,fips,county.x,state,seats_total,seats_dem,seats_rep,source,seats_oth,elecdate,demshare_council,abb,seats_tot,partisan_prop,duplicate,demshare_council2,dem_control,govid_state,govid_county,county.y,fips_state,fips_county,interpolation_gap,population_actual,population_est
10009,1989,12017,Citrus County,Florida,5,2,3,CW_newspapers,NA,NA,0.4,Florida,5,1,FALSE,0.4,0,10,9,CITRUS,12,17,NA,NA,92557.5
10009,1990,12017,Citrus County,Florida,5,2,3,CW_newspapers,NA,NA,0.4,Florida,5,1,FALSE,0.4,0,10,9,CITRUS,12,17,4,93515,93515
10009,1991,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,95064.25
10009,1992,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,96613.5
10009,1993,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,98162.75
10009,1994,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,2,99712,99712
10009,1995,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,104550.5
10009,1996,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,2,109389,109389
10009,1997,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,NA,NA,111728.5
10009,1998,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,2,114068,114068
10009,1999,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,NA,NA,116076.5
10009,2000,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,2,118085,118085
10009,2001,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,120885
10009,2002,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,3,123685,123685
10009,2003,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,127246.6667
10009,2004,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,130808.3333
10009,2005,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,1,134370,134370
10009,2006,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,1,138143,138143
10009,2007,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,3,140169,140169
10009,2008,12017,Citrus County,Florida,5,1,4,CW_newspapers,NA,NA,0.2,Florida,5,1,FALSE,0.2,0,10,9,CITRUS,12,17,NA,NA,140524.6667
10009,2009,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,NA,NA,140880.3333
10009,2010,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,6,141236,141236
10009,2011,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,NA,NA,141633.5
10009,2012,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,NA,NA,142031
10009,2013,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,NA,NA,142428.5
10009,2014,12017,Citrus County,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,9,CITRUS,12,17,NA,NA,142826
10010,2006,12019,Clay,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,10,CLAY,12,19,1,178899,178899
10010,2007,12019,Clay,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,10,CLAY,12,19,3,182023,182023
10010,2008,12019,Clay,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,NA,184970.3333
10010,2009,12019,Clay,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,NA,187917.6667
10010,2010,12019,Clay,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,10,CLAY,12,19,6,190865,190865
10010,2011,12019,Clay,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,NA,193772.6667
10010,2012,12019,Clay,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,NA,196680.3333
10010,2013,12019,Clay,Florida,5,0,5,RP,0,NA,0,FL,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,NA,199588
10010,2014,12019,Clay,Florida,5,0,5,RP,0,NA,0,FL,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,NA,202495.6667
10010,2015,12019,Clay,Florida,5,0,5,RP,0,NA,0,FL,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,NA,205403.3333
10010,2016,12019,Clay,Florida,5,0,5,RP,0,NA,0,FL,5,1,FALSE,0,0,10,10,CLAY,12,19,NA,208311,208311
10011,1990,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,4,152099,152099
10011,1991,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,155256.5
10011,1992,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,158414
10011,1993,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,161571.5
10011,1994,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,2,164729,164729
10011,1995,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,176458
10011,1996,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,2,188187,188187
10011,1997,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,193811.5
10011,1998,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,2,199436,199436
10011,1999,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,225406.5
10011,2000,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,2,251377,251377
10011,2001,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,264034
10011,2002,12021,Collier,Florida,5,0,5,CW_newspapers,NA,NA,0,Florida,5,1,FALSE,0,0,10,11,COLLIER,12,21,3,276691,276691
10011,2003,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,286874.6667
10011,2004,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,297058.3333
10011,2005,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,1,307242,307242
10011,2006,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,1,314649,314649
10011,2007,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,3,315839,315839
10011,2008,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,317732.6667
10011,2009,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,319626.3333
10011,2010,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,6,321520,321520
10011,2011,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,328789.3333
10011,2012,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,336058.6667
10011,2013,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,343328
10011,2014,12021,Collier,Florida,4,0,4,RP,0,NA,0,FL,4,1,FALSE,0,0,10,11,COLLIER,12,21,NA,NA,350597.3333
10013,1994,12086,Miami-Dade County,FL,13,6,6,OC,1,NA,0.461538462,FL,13,0.923076923,FALSE,0.5,NA,10,13,MIAMI-DADE,12,86,2,2025045,2025045
10013,1995,12086,Miami-Dade County,FL,13,7,6,OC,0,NA,0.538461538,FL,13,1,FALSE,0.538461538,1,10,13,MIAMI-DADE,12,86,NA,NA,2050610
10013,1996,12086,Miami-Dade County,FL,13,7,6,OC,0,NA,0.538461538,FL,13,1,FALSE,0.538461538,1,10,13,MIAMI-DADE,12,86,2,2076175,2076175
10013,1997,12086,Miami-Dade County,FL,13,7,6,OC,0,NA,0.538461538,FL,13,1,FALSE,0.538461538,1,10,13,MIAMI-DADE,12,86,NA,NA,2114306
10013,1998,12086,Miami-Dade County,FL,13,7,6,OC,0,NA,0.538461538,FL,13,1,FALSE,0.538461538,1,10,13,MIAMI-DADE,12,86,2,2152437,2152437
10013,1999,12086,Miami-Dade County,FL,13,7,6,OC,0,NA,0.538461538,FL,13,1,FALSE,0.538461538,1,10,13,MIAMI-DADE,12,86,NA,NA,2202899.5
